Period\Unit:,[Argentine peso ],[Australian dollar ],[Bulgarian lev ],[Brazilian real ],[Canadian dollar ],[Swiss franc ],[Chinese yuan renminbi ],[Cypriot pound ],[Czech koruna ],[Danish krone ],[Algerian dinar ],[Estonian kroon ],[UK pound sterling ],[Greek drachma ],[Hong Kong dollar ],[Croatian kuna ],[Hungarian forint ],[Indonesian rupiah ],[Israeli shekel ],[Indian rupee ],[Iceland krona ],[Japanese yen ],[Korean won ],[Lithuanian litas ],[Latvian lats ],[Moroccan dirham ],[Maltese lira ],[Mexican peso ],[Malaysian ringgit ],[Norwegian krone ],[New Zealand dollar ],[Philippine peso ],[Polish zloty ],[Romanian leu ],[Russian rouble ],[Swedish krona ],[Singapore dollar ],[Slovenian tolar ],[Slovak koruna ],[Thai baht ],[Turkish lira ],[New Taiwan dollar ],[US dollar ],[South African rand ]
2020-07-31,85.54730,1.6488,1.9558,6.1219,1.5898,1.0769,8.2637,,26.175,7.4442,152.0596,,0.90053,,9.1825,7.4815,344.95,17364.00,4.0312,88.6355,160.00,124.31,1409.56,,,11.0025,,26.2780,5.0230,10.7323,1.7771,58.124,4.4034,4.8315,87.6900,10.2835,1.6245,,,36.9480,8.2595,34.751,1.1848,20.0960
2020-07-30,84.71810,1.6446,1.9558,6.1189,1.5771,1.0744,8.2240,,26.248,7.4426,150.3515,,0.90268,,9.1011,7.4880,345.60,17144.78,3.9947,87.9400,159.20,123.58,1404.16,,,10.9629,,26.0101,4.9784,10.7213,1.7727,57.682,4.4080,4.8318,86.6233,10.3068,1.6161,,,36.9200,8.1978,34.434,1.1743,19.7070
2020-07-29,84.49620,1.6348,1.9558,6.0149,1.5665,1.0766,8.2067,,26.291,7.4427,149.8572,,0.90385,,9.0869,7.4940,347.67,17042.29,3.9985,87.6940,159.00,123.28,1400.22,,,10.9800,,25.6310,4.9755,10.6573,1.7640,57.538,4.4194,4.8345,84.9125,10.2870,1.6142,,,36.8990,8.1748,34.346,1.1725,19.3269
2020-07-28,84.38170,1.6412,1.9558,6.0650,1.5693,1.0758,8.2041,,26.251,7.4429,149.7648,,0.90968,,9.0810,7.5070,346.98,17030.66,4.0021,87.7140,158.60,123.34,1406.13,,,10.9859,,25.8438,4.9827,10.6940,1.7630,57.664,4.4054,4.8355,84.8413,10.2820,1.6168,,,36.9200,8.1283,34.334,1.1717,19.4315
2020-07-27,84.48380,1.6472,1.9558,6.0919,1.5729,1.0838,8.2344,,26.193,7.4436,150.5615,,0.91340,,9.1154,7.5163,345.91,17075.52,4.0143,87.8850,158.40,123.88,1407.15,,,10.9904,,26.0083,5.0009,10.6683,1.7605,57.817,4.4016,4.8303,84.0682,10.2678,1.6216,,,37.0500,8.0552,34.502,1.1760,19.3380
2020-07-24,83.33270,1.6376,1.9558,6.0777,1.5578,1.0730,8.1453,,26.268,7.4438,147.9834,,0.90985,,8.9978,7.5170,346.98,16982.00,3.9642,86.8660,157.80,123.36,1396.83,,,10.9420,,26.0804,4.9502,10.6953,1.7506,57.316,4.4046,4.8325,83.3938,10.2690,1.6083,,,36.8210,7.9496,34.230,1.1608,19.4350
2020-07-23,82.97690,1.6246,1.9558,5.9524,1.5486,1.0731,8.1057,,26.342,7.4429,147.6638,,0.91195,,8.9676,7.5215,347.31,16948.00,3.9560,86.5770,157.80,123.98,1389.31,,,10.9370,,25.9685,4.9267,10.6073,1.7384,57.202,4.4141,4.8355,82.5723,10.2640,1.6033,,,36.6850,7.9229,34.061,1.1569,19.2203
2020-07-22,83.03160,1.6139,1.9558,5.9920,1.5540,1.0785,8.0999,,26.365,7.4442,147.8974,,0.91123,,8.9741,7.5220,349.27,16867.99,3.9621,86.2880,157.80,123.94,1384.38,,,10.9405,,25.8715,4.9235,10.5343,1.7328,57.110,4.4288,4.8413,81.9588,10.2415,1.6015,,,36.5460,7.9299,34.049,1.1578,18.9520
2020-07-21,81.92040,1.6154,1.9558,6.0416,1.5399,1.0740,7.9982,,26.429,7.4449,146.6557,,0.90055,,8.8704,7.5300,350.64,16830.00,3.9202,85.3805,159.30,122.70,1367.96,,,10.9184,,25.5910,4.8764,10.4933,1.7305,56.455,4.4362,4.8392,81.0833,10.2390,1.5891,,,36.1940,7.8369,33.671,1.1443,18.8806
2020-07-20,81.77480,1.6359,1.9558,6.1480,1.5532,1.0736,7.9992,,26.598,7.4480,146.7863,,0.90575,,8.8744,7.5340,352.56,16925.87,3.9279,85.6355,160.20,122.63,1377.07,,,10.9541,,25.8217,4.8797,10.6060,1.7435,56.500,4.4592,4.8418,81.8750,10.3010,1.5909,,,36.3760,7.8508,33.759,1.1448,19.1409
2020-07-17,81.54740,1.6360,1.9558,6.0839,1.5510,1.0753,7.9975,,26.682,7.4453,146.6555,,0.91078,,8.8617,7.5380,353.72,16793.45,3.9253,85.6700,160.20,122.53,1376.55,,,10.9301,,25.6132,4.8723,10.5995,1.7463,56.511,4.4827,4.8422,81.8409,10.3330,1.5887,,,36.2380,7.8413,33.701,1.1428,19.0496
2020-07-16,81.37040,1.6338,1.9558,6.1154,1.5452,1.0787,7.9861,,26.693,7.4452,146.5329,,0.90875,,8.8510,7.5356,354.08,16692.98,3.9207,85.8555,160.00,122.24,1373.74,,,10.9450,,25.5051,4.8755,10.6148,1.7439,56.499,4.4928,4.8433,81.1888,10.3500,1.5888,,,36.1480,7.8320,33.636,1.1414,19.0181
2020-07-15,81.51500,1.6293,1.9558,6.0911,1.5527,1.0783,7.9975,,26.587,7.4465,146.7235,,0.90540,,8.8718,7.5308,353.25,16693.94,3.9244,85.9710,160.70,122.25,1373.55,,,10.9350,,25.4759,4.8780,10.6275,1.7397,56.584,4.4688,4.8439,81.0468,10.3468,1.5884,,,36.0370,7.8568,33.744,1.1444,18.9061
2020-07-14,80.96160,1.6348,1.9558,6.0925,1.5488,1.0691,7.9805,,26.638,7.4447,146.2143,,0.90778,,8.8171,7.5295,355.48,16436.88,3.9092,85.7725,159.40,122.17,1371.98,,,10.9194,,25.7383,4.8588,10.7110,1.7417,56.305,4.4781,4.8435,80.8370,10.3855,1.5846,,,35.9220,7.8111,33.552,1.1375,19.0732
2020-07-13,80.28860,1.6248,1.9558,6.0494,1.5366,1.0685,7.9309,,26.648,7.4448,145.7702,,0.89938,,8.7809,7.5340,353.83,16342.08,3.9026,85.2160,159.40,121.40,1361.37,,,10.9046,,25.4857,4.8306,10.6650,1.7226,55.998,4.4758,4.8443,80.1470,10.3833,1.5743,,,35.5620,7.7824,33.367,1.1329,18.9726
2020-07-10,79.92200,1.6247,1.9558,6.0691,1.5336,1.0625,7.8952,,26.691,7.4483,145.3307,,0.89570,,8.7396,7.5345,353.70,16276.91,3.9006,84.8410,159.00,120.48,1354.70,,,10.8683,,25.6953,4.8109,10.7163,1.7189,55.794,4.4743,4.8428,80.2104,10.3980,1.5703,,,35.3160,7.7417,33.253,1.1276,19.0889
2020-07-09,80.41360,1.6239,1.9558,6.0520,1.5314,1.0634,7.9230,,26.622,7.4503,145.8751,,0.89655,,8.7901,7.5365,354.25,16326.81,3.9005,85.0455,158.70,121.67,1354.35,,,10.9096,,25.6985,4.8345,10.6173,1.7223,56.062,4.4655,4.8408,80.0425,10.3970,1.5774,,,35.3810,7.7845,33.359,1.1342,19.0691
2020-07-08,79.97260,1.6242,1.9558,6.0439,1.5338,1.0624,7.9163,,26.748,7.4493,145.4314,,0.89923,,8.7468,7.5385,355.49,16268.00,3.8949,84.6455,157.40,121.39,1348.86,,,10.8895,,25.6433,4.8219,10.6885,1.7237,55.898,4.4765,4.8408,80.4584,10.4310,1.5745,,,35.2520,7.7478,33.244,1.1286,19.1628
2020-07-07,79.87680,1.6261,1.9558,6.0701,1.5317,1.0643,7.9287,,26.681,7.4522,145.5055,,0.90150,,8.7499,7.5490,353.62,16302.76,3.8950,84.4645,157.00,121.61,1349.06,,,10.8957,,25.4764,4.8259,10.6428,1.7260,55.892,4.4683,4.8393,80.8888,10.4555,1.5751,,,35.2620,7.7508,33.270,1.1290,19.2908
2020-07-06,79.93070,1.6230,1.9558,5.9745,1.5333,1.0642,7.9498,,26.705,7.4516,145.7471,,0.90505,,8.7769,7.5610,352.83,16328.00,3.8992,84.4535,157.20,121.78,1350.51,,,10.9125,,25.1207,4.8441,10.6218,1.7293,55.871,4.4689,4.8375,81.3769,10.4848,1.5753,,,35.1580,7.7743,33.312,1.1325,19.2761
2020-07-03,79.21900,1.6175,1.9558,6.0117,1.5233,1.0623,7.9310,,26.665,7.4516,144.9299,,0.90120,,8.6987,7.5570,352.55,16286.02,3.8567,83.8210,156.30,120.68,1346.54,,,10.8908,,25.3049,4.8123,10.6775,1.7204,55.536,4.4687,4.8370,80.2153,10.4715,1.5654,,,34.9180,7.6957,33.070,1.1224,19.1761
2020-07-02,79.58320,1.6296,1.9558,5.9823,1.5343,1.0648,7.9759,,26.632,7.4506,145.4540,,0.90225,,8.7469,7.5605,351.59,16227.58,3.8903,84.3540,156.20,121.24,1353.90,,,10.9230,,25.5360,4.8366,10.6873,1.7297,56.078,4.4740,4.8355,79.4434,10.4635,1.5726,,,35.0540,7.7368,33.244,1.1286,19.0952
2020-07-01,78.91520,1.6268,1.9558,6.0960,1.5217,1.0620,7.9151,,26.670,7.4528,144.7712,,0.90430,,8.6808,7.5645,354.50,15976.80,3.8704,84.6220,155.60,120.31,1347.84,,,10.8915,,25.7005,4.8009,10.7736,1.7362,55.791,4.4583,4.8366,79.6793,10.4965,1.5630,,,34.7090,7.6777,33.014,1.1200,19.2935
2020-06-30,78.78520,1.6344,1.9558,6.1118,1.5324,1.0651,7.9219,,26.740,7.4526,144.7892,,0.91243,,8.6788,7.5708,356.58,16184.41,3.8821,84.6235,155.40,120.66,1345.83,,,10.8803,,25.9470,4.7989,10.9120,1.7480,55.834,4.4560,4.8397,79.6300,10.4948,1.5648,,,34.6240,7.6761,32.973,1.1198,19.4425
2020-06-29,79.17590,1.6406,1.9558,6.1105,1.5409,1.0669,7.9841,,26.848,7.4531,145.4479,,0.91540,,8.7456,7.5690,356.30,16213.08,3.8745,85.1920,155.40,121.07,1352.81,,,10.9265,,25.9230,4.8352,10.9013,1.7533,56.258,4.4664,4.8440,78.9169,10.4780,1.5708,,,34.8450,7.7351,33.258,1.1284,19.4262
2020-06-26,78.59420,1.6313,1.9558,6.0595,1.5318,1.0631,7.9298,,26.808,7.4523,144.7245,,0.90575,,8.6904,7.5575,355.15,15944.89,3.8470,84.8215,155.00,119.93,1346.19,,,10.8950,,25.5836,4.8115,10.8850,1.7428,56.053,4.4684,4.8426,77.8800,10.4773,1.5608,,,34.6740,7.6865,33.086,1.1213,19.3799
2020-06-25,78.44420,1.6321,1.9558,6.0012,1.5282,1.0637,7.9206,,26.796,7.4534,144.7384,,0.90133,,8.6805,7.5670,354.35,15988.00,3.8545,84.7120,155.60,120.25,1347.73,,,10.8684,,25.6315,4.7914,10.8748,1.7465,56.075,4.4653,4.8420,77.7516,10.4865,1.5600,,,34.6470,7.6776,33.075,1.1200,19.4883
2020-06-24,78.99950,1.6342,1.9558,5.8422,1.5331,1.0679,7.9772,,26.733,7.4530,145.3492,,0.90343,,8.7421,7.5745,351.58,15982.07,3.8691,85.3285,157.10,120.30,1356.39,,,10.8778,,25.4773,4.8194,10.7958,1.7552,56.453,4.4480,4.8433,78.0079,10.5145,1.5668,,,34.7880,7.7322,33.252,1.1280,19.5264
2020-06-23,79.12640,1.6272,1.9558,5.9006,1.5269,1.0705,7.9944,,26.612,7.4537,145.6822,,0.90630,,8.7716,7.5770,350.43,16026.29,3.8808,85.4380,156.80,121.05,1366.51,,,10.8799,,25.2497,4.8390,10.7345,1.7391,56.685,4.4371,4.8438,77.7474,10.5175,1.5743,,,34.9950,7.7622,33.416,1.1318,19.4719
2020-06-22,78.22190,1.6292,1.9558,5.9248,1.5210,1.0654,7.9348,,26.681,7.4543,144.8604,,0.90328,,8.6902,7.5926,346.60,15988.62,3.8672,85.2585,155.10,119.89,1361.30,,,10.8388,,25.2313,4.7997,10.7985,1.7350,56.200,4.4493,4.8422,77.8799,10.5525,1.5639,,,34.7600,7.6829,33.204,1.1213,19.5077
2020-06-19,78.11300,1.6261,1.9558,6.0029,1.5209,1.0656,7.9332,,26.683,7.4554,144.7547,,0.90505,,8.6889,7.5665,345.44,15927.67,3.8620,85.3520,154.60,119.77,1353.53,,,10.8369,,25.3126,4.7854,10.7135,1.7403,56.133,4.4516,4.8428,77.6565,10.5670,1.5623,,,34.7650,7.6887,33.121,1.1210,19.4440
2020-06-18,78.11910,1.6356,1.9558,5.9738,1.5218,1.0667,7.9545,,26.689,7.4556,144.9377,,0.90028,,8.6972,7.5463,345.94,15806.19,3.8811,85.6730,153.50,120.00,1359.26,,,10.8658,,25.2628,4.8008,10.7083,1.7420,56.302,4.4647,4.8393,78.2063,10.5525,1.5642,,,34.9280,7.6968,33.251,1.1222,19.5334
2020-06-17,78.14270,1.6292,1.9558,5.8521,1.5204,1.0669,7.9602,,26.561,7.4560,144.7485,,0.89448,,8.7049,7.5460,344.50,15948.04,3.8747,85.5505,152.40,120.65,1362.21,,,10.8691,,24.9416,4.8095,10.7050,1.7395,56.273,4.4467,4.8355,78.1853,10.5123,1.5650,,,35.0550,7.7012,33.268,1.1232,19.2289
2020-06-16,78.38760,1.6324,1.9558,5.7647,1.5320,1.0717,8.0041,,26.564,7.4561,145.3310,,0.89370,,8.7634,7.5475,345.50,15978.26,3.9244,86.0480,152.81,121.39,1369.11,,,10.9010,,24.9681,4.8342,10.7389,1.7474,56.664,4.4272,4.8359,78.4390,10.5136,1.5713,,,35.1800,7.7442,33.527,1.1308,19.2518
2020-06-15,78.01090,1.6476,1.9558,5.8049,1.5342,1.0679,7.9840,,26.683,7.4559,144.9409,,0.89648,,8.7211,7.5570,347.06,16039.58,3.9348,85.5275,151.70,120.83,1366.08,,,10.8869,,25.4098,4.8140,10.8894,1.7471,56.653,4.4352,4.8335,78.8516,10.5393,1.5692,,,35.0080,7.6967,33.403,1.1253,19.3220
2020-06-12,78.35370,1.6447,1.9558,5.7388,1.5347,1.0697,7.9990,,26.698,7.4551,145.3011,,0.89653,,8.7607,7.5660,346.00,16058.24,3.9189,85.7875,152.10,121.26,1360.45,,,10.9059,,25.4450,4.8240,10.8475,1.7553,56.763,4.4484,4.8343,78.7662,10.5103,1.5718,,,34.9860,7.7224,33.499,1.1304,19.2794
2020-06-11,78.52650,1.6421,1.9558,5.6471,1.5321,1.0697,8.0250,,26.679,7.4549,145.6221,,0.89665,,8.7950,7.5675,344.85,15904.22,3.9183,86.0570,151.70,121.52,1359.18,,,10.9250,,25.4183,4.8223,10.7200,1.7530,56.889,4.4729,4.8345,78.4949,10.5018,1.5758,,,35.1220,7.7391,33.640,1.1348,19.1372
2020-06-10,78.60130,1.6220,1.9558,5.5213,1.5228,1.0762,8.0305,,26.609,7.4553,145.6034,,0.88963,,8.8157,7.5690,343.13,16022.03,3.9045,85.9030,150.70,122.16,1352.17,,,10.9466,,24.8255,4.8361,10.5383,1.7357,56.767,4.4524,4.8349,78.1468,10.4605,1.5746,,,35.4220,7.7145,33.610,1.1375,18.8376
2020-06-09,77.94160,1.6267,1.9558,5.4944,1.5187,1.0770,8.0025,,26.634,7.4568,145.2726,,0.89120,,8.7530,7.5719,345.00,15917.20,3.8974,85.3085,149.70,122.14,1353.30,,,10.9280,,24.5766,4.8287,10.5418,1.7375,56.521,4.4464,4.8365,77.7388,10.4188,1.5708,,,35.4180,7.6859,33.571,1.1294,18.8935
2020-06-08,77.84960,1.6156,1.9558,5.5702,1.5126,1.0861,7.9836,,26.585,7.4555,145.1035,,0.89173,,8.7460,7.5650,344.16,15815.42,3.8911,85.2410,149.50,123.41,1353.20,,,10.9233,,24.3220,4.8159,10.4603,1.7291,56.301,4.4333,4.8359,77.0563,10.3978,1.5700,,,35.4740,7.6574,33.550,1.1285,18.9799
2020-06-05,77.99630,1.6227,1.9558,5.7329,1.5237,1.0866,8.0349,,26.589,7.4564,145.4027,,0.89448,,8.7809,7.5715,344.62,15882.40,3.9172,85.6300,148.90,123.77,1365.57,,,10.9445,,24.6466,4.8345,10.5403,1.7392,56.457,4.4425,4.8382,77.8155,10.4250,1.5775,,,35.6500,7.6747,33.706,1.1330,19.0823
2020-06-04,77.36570,1.6276,1.9558,5.6989,1.5203,1.0786,8.0066,,26.623,7.4557,144.6313,,0.89685,,8.7189,7.5725,344.90,15856.88,3.9068,84.9320,148.50,122.48,1368.73,,,10.9067,,24.4761,4.8077,10.6048,1.7510,56.109,4.4372,4.8373,77.8132,10.4172,1.5758,,,35.5390,7.5868,33.667,1.1250,19.0059
2020-06-03,76.86420,1.6280,1.9558,5.7993,1.5173,1.0793,7.9599,,26.660,7.4547,143.8882,,0.89065,,8.6757,7.5720,345.89,15885.35,3.8769,84.5055,151.00,121.54,1364.09,,,10.8855,,24.2772,4.7703,10.6777,1.7532,55.923,4.4135,4.8393,77.0055,10.4588,1.5656,,,35.3390,7.5703,33.507,1.1194,19.0844
2020-06-02,76.62010,1.6310,1.9558,5.9499,1.5106,1.0741,7.9413,,26.645,7.4541,143.3904,,0.89083,,8.6609,7.5848,345.67,16107.32,3.8864,84.0390,151.00,120.83,1364.42,,,10.8570,,24.4448,4.7797,10.6798,1.7680,56.071,4.3993,4.8423,76.8001,10.4520,1.5668,,,35.2710,7.5698,33.435,1.1174,19.2755
2020-06-01,76.12070,1.6488,1.9558,5.9276,1.5228,1.0686,7.9327,,26.859,7.4549,142.7645,,0.89673,,8.6165,7.5895,345.45,16240.48,3.8947,83.9380,151.00,119.75,1364.44,,,10.8716,,24.4520,4.8004,10.7890,1.7824,55.947,4.4278,4.8437,77.4378,10.4635,1.5669,,,35.2040,7.5743,33.297,1.1116,19.3993
2020-05-29,76.16750,1.6681,1.9558,5.9654,1.5280,1.0720,7.9456,,26.921,7.4542,142.9473,,0.90088,,8.6347,7.5870,348.73,16269.70,3.9065,84.1025,150.80,119.29,1376.21,,,10.8887,,24.5700,4.8414,10.7880,1.7863,56.231,4.4495,4.8493,78.4416,10.4870,1.5712,,,35.4240,7.6101,33.395,1.1136,19.4239
2020-05-28,75.23270,1.6624,1.9558,5.8495,1.5155,1.0683,7.8804,,27.017,7.4544,141.4427,,0.89728,,8.5407,7.5900,349.74,16210.04,3.8650,83.4635,150.80,118.68,1363.76,,,10.8439,,24.5580,4.7980,10.8553,1.7776,55.792,4.4242,4.8435,77.9343,10.5480,1.5621,,,35.1080,7.5072,33.047,1.1016,19.1981
2020-05-27,74.96690,1.6565,1.9558,5.8679,1.5126,1.0675,7.8682,,27.051,7.4583,141.0596,,0.89595,,8.5204,7.5893,348.70,16167.76,3.8511,83.2450,151.20,118.58,1359.04,,,10.8341,,24.5396,4.7783,10.8283,1.7719,55.668,4.4372,4.8433,78.1096,10.5608,1.5588,,,35.0560,7.4542,32.998,1.0991,19.1477
2020-05-26,74.76880,1.6539,1.9558,5.9114,1.5184,1.0600,7.8269,,27.073,7.4558,140.9656,,0.88878,,8.5078,7.5840,349.60,16193.61,3.8543,82.9270,154.10,117.92,1352.23,,,10.8293,,24.3102,4.7889,10.8943,1.7717,55.358,4.4506,4.8440,77.7494,10.5563,1.5560,,,34.9880,7.4014,32.894,1.0975,19.0650
2020-05-25,74.37890,1.6678,1.9558,6.0243,1.5261,1.0597,7.7856,,27.275,7.4568,140.6097,,0.89515,,8.4599,7.5845,350.72,16048.61,3.8430,82.7925,155.30,117.47,1354.63,,,10.7554,,24.7353,4.7606,10.9358,1.7890,55.382,4.5031,4.8420,78.2874,10.5490,1.5545,,,34.8900,7.4352,32.813,1.0910,19.2807
2020-05-22,74.19630,1.6694,1.9558,6.0857,1.5273,1.0591,7.7797,,27.210,7.4578,140.4163,,0.89563,,8.4571,7.5845,349.40,16249.14,3.8459,82.7265,156.30,117.26,1353.51,,,10.7740,,25.0450,4.7569,10.9078,1.7870,55.349,4.5209,4.8435,77.9139,10.5373,1.5521,,,34.7780,7.4227,32.743,1.0904,19.2476
2020-05-21,74.72800,1.6710,1.9558,6.2532,1.5310,1.0628,7.8153,,27.212,7.4563,141.1080,,0.89943,,8.5298,7.5805,348.59,16205.75,3.8659,83.0545,156.30,118.42,1354.60,,,10.7893,,25.5043,4.7801,10.9030,1.7949,55.649,4.5298,4.8423,77.9883,10.5300,1.5561,,,34.9910,7.4781,32.919,1.1000,19.6577
2020-05-20,74.41580,1.6653,1.9558,6.2656,1.5211,1.0584,7.7806,,27.430,7.4565,140.6788,,0.89358,,8.4926,7.5770,350.61,16127.44,3.8397,82.8635,156.50,117.95,1345.71,,,10.7536,,25.6425,4.7684,10.8765,1.7859,55.447,4.5441,4.8420,78.6001,10.5568,1.5503,,,34.8680,7.4419,32.834,1.0958,19.7503
2020-05-19,74.25200,1.6751,1.9558,6.2357,1.5251,1.0633,7.7816,,27.490,7.4562,140.6418,,0.89535,,8.4870,7.5713,350.35,16177.50,3.8601,82.8535,156.50,118.00,1341.19,,,10.7577,,25.8567,4.7583,10.9153,1.8004,55.567,4.5510,4.8428,79.3839,10.5685,1.5513,,,34.9470,7.4448,32.816,1.0950,19.9649
2020-05-18,73.30180,1.6736,1.9558,6.2701,1.5202,1.0521,7.7068,,27.610,7.4548,139.3808,,0.89153,,8.3964,7.5580,353.39,16077.45,3.8321,82.1435,157.10,116.31,1332.42,,,10.7069,,25.6337,4.7320,10.9663,1.8096,55.102,4.5596,4.8388,78.9080,10.6103,1.5426,,,34.6840,7.4276,32.493,1.0832,19.8913
2020-05-15,72.97500,1.6805,1.9558,6.3172,1.5231,1.0513,7.6759,,27.589,7.4576,139.1166,,0.88738,,8.3693,7.5693,354.70,16127.82,3.8178,81.9885,157.50,115.53,1332.60,,,10.6740,,25.8966,4.6982,11.0568,1.8145,54.778,4.5650,4.8400,79.6208,10.6695,1.5397,,,34.6560,7.4689,32.368,1.0798,20.0761
2020-05-14,72.82930,1.6805,1.9558,6.3925,1.5224,1.0512,7.6655,,27.571,7.4573,139.1116,,0.88495,,8.3647,7.5730,354.66,16134.80,3.8209,81.5920,158.30,115.48,1329.17,,,10.6490,,26.2470,4.6843,11.0598,1.8068,54.591,4.5666,4.8375,80.0145,10.6418,1.5374,,,34.6750,7.5159,32.303,1.0792,20.1637
2020-05-13,73.29860,1.6687,1.9558,6.3606,1.5243,1.0528,7.7102,,27.408,7.4556,139.7492,,0.88245,,8.4286,7.5705,353.58,16092.26,3.8190,81.8825,158.30,116.28,1331.08,,,10.6836,,26.2304,4.7040,10.9380,1.7983,54.545,4.5636,4.8353,79.5893,10.5843,1.5380,,,34.8440,7.5861,32.511,1.0875,19.9190
2020-05-12,73.08850,1.6625,1.9558,6.2708,1.5178,1.0520,7.6933,,27.423,7.4577,139.6355,,0.87773,,8.4154,7.5653,350.75,16073.64,3.8070,81.5930,158.70,116.56,1326.17,,,10.6725,,25.8251,4.6977,11.0518,1.7742,54.388,4.5449,4.8301,79.4157,10.5968,1.5357,,,34.8540,7.5979,32.441,1.0858,19.7382
2020-05-11,72.76160,1.6709,1.9558,6.2691,1.5136,1.0519,7.6783,,27.600,7.4595,139.3265,,0.87875,,8.3893,7.5650,349.84,16202.32,3.8072,82.0960,158.70,116.16,1325.57,,,10.6576,,25.9201,4.6911,11.0460,1.7808,54.527,4.5591,4.8303,79.6981,10.5998,1.5335,,,34.8370,7.6596,32.407,1.0824,19.9600
2020-05-08,72.68610,1.6613,1.9558,6.3074,1.5118,1.0529,7.6719,,27.251,7.4598,139.4572,,0.87535,,8.4052,7.5573,349.38,16229.26,3.8031,81.9615,158.50,115.34,1322.41,,,10.6623,,25.9023,4.6994,11.0695,1.7668,54.681,4.5482,4.8280,79.8383,10.5875,1.5326,,,34.9580,7.7252,32.403,1.0843,19.9970
2020-05-07,72.29950,1.6704,1.9558,6.2271,1.5177,1.0530,7.6427,,27.158,7.4605,138.9875,,0.87478,,8.3580,7.5665,349.36,16223.02,3.7881,81.7685,159.10,114.91,1320.18,,,10.6668,,26.0677,4.6631,11.0405,1.7820,54.497,4.5467,4.8235,79.5801,10.6200,1.5303,,,34.9690,7.7792,32.307,1.0783,20.0698
2020-05-06,72.34750,1.7046,1.9558,6.0896,1.5225,1.0530,7.6707,,26.987,7.4618,139.4273,,0.87253,,8.3763,7.5690,349.59,16259.13,3.7914,81.9815,159.30,114.65,1323.48,,,10.7081,,26.0485,4.6713,11.0900,1.7839,54.620,4.5394,4.8233,80.7789,10.6278,1.5335,,,35.0040,7.7178,32.384,1.0807,20.0603
2020-05-05,72.56680,1.6825,1.9558,5.9576,1.5201,1.0525,7.6575,,26.978,7.4612,139.4627,,0.87060,,8.4057,7.5735,350.27,16372.93,3.8193,82.1435,159.30,115.71,1324.81,,,10.7425,,25.8850,4.6674,11.1730,1.7910,54.863,4.5316,4.8260,80.4713,10.6980,1.5359,,,35.1260,7.6866,32.362,1.0843,19.9018
2020-05-04,73.06190,1.7022,1.9558,6.0781,1.5390,1.0548,7.7275,,27.119,7.4622,140.8484,,0.87898,,8.4838,7.5820,353.27,16522.42,3.8581,82.7870,159.50,116.84,1340.00,,,10.7935,,26.8862,4.7226,11.3280,1.8083,55.379,4.5668,4.8368,82.3404,10.8113,1.5495,,,35.3970,7.6932,32.611,1.0942,20.3924
2020-04-30,72.52120,1.6598,1.9558,5.8565,1.5077,1.0558,7.6665,,27.097,7.4584,139.3923,,0.86905,,8.4300,7.5790,352.72,16178.05,3.8069,81.6108,159.30,115.87,1313.09,,,10.7660,,25.7953,4.6767,11.1840,1.7705,54.772,4.5336,4.8431,79.8920,10.6639,1.5324,,,35.2160,7.5979,32.350,1.0876,19.6572
2020-04-29,72.18600,1.6655,1.9558,5.9318,1.5129,1.0571,7.6723,,27.125,7.4571,139.1300,,0.87378,,8.4029,7.5640,355.55,16611.03,3.8058,82.0215,159.50,115.52,1321.59,,,10.7654,,26.1528,4.7136,11.2728,1.7831,54.763,4.5442,4.8435,79.8210,10.7338,1.5344,,,35.1500,7.5767,32.421,1.0842,19.9836
2020-04-28,72.29130,1.6734,1.9558,6.1004,1.5179,1.0586,7.6977,,27.227,7.4570,139.3996,,0.87078,,8.4301,7.5600,355.94,16714.69,3.8080,82.5220,159.50,116.06,1325.80,,,10.7826,,26.5269,4.7451,11.2783,1.7956,55.032,4.5468,4.8445,80.6862,10.7480,1.5407,,,35.2800,7.6115,32.611,1.0877,20.2913
2020-04-27,72.02640,1.6795,1.9558,6.0328,1.5255,1.0557,7.6860,,27.184,7.4591,139.2474,,0.87263,,8.4104,7.5525,354.57,16695.80,3.8109,82.6195,158.80,116.22,1328.82,,,10.7975,,27.0245,4.7250,11.4513,1.7893,54.987,4.5287,4.8370,80.4926,10.8748,1.5391,,,35.2360,7.5775,32.600,1.0852,20.4109
2020-04-24,71.56940,1.6943,1.9558,6.0128,1.5173,1.0525,7.6455,,27.310,7.4577,138.8610,,0.87498,,8.3706,7.5523,355.19,16875.00,3.7985,82.3660,158.60,116.22,1332.59,,,10.7801,,26.8331,4.7093,11.4785,1.7991,54.891,4.5284,4.8419,80.3991,10.8723,1.5396,,,35.0300,7.5365,32.491,1.0800,20.5019
2020-04-23,71.27350,1.6918,1.9558,5.8666,1.5226,1.0511,7.6259,,27.551,7.4577,138.6518,,0.87200,,8.3489,7.5750,357.51,16772.00,3.8207,81.9400,158.60,115.75,1326.80,,,10.7685,,26.3418,4.6966,11.5165,1.7947,54.571,4.5379,4.8425,80.6062,10.8883,1.5331,,,34.8150,7.4788,32.406,1.0772,20.5432
