,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
3639,Theron Smith,CHA,24.0,203.2,102.0582,Ball State,USA,Undrafted,Undrafted,Undrafted,33,3.2,3.5,0.8,-16.7,0.081,0.182,0.151,0.36700000000000005,0.094,2004-05
3640,Theo Ratliff,POR,32.0,208.28,106.59411999999999,Wyoming,USA,1995,1,18,63,4.8,5.3,0.5,-2.7,0.077,0.141,0.099,0.5,0.03,2004-05
3641,Tayshaun Prince,DET,25.0,205.74,97.52228000000001,Kentucky,USA,2002,1,23,82,14.7,5.3,3.0,7.8,0.051,0.113,0.188,0.556,0.14,2004-05
3642,Tamar Slay,CHA,25.0,203.2,99.79024,Marshall,USA,2002,2,53,8,3.5,1.8,0.4,-12.8,0.071,0.16699999999999998,0.253,0.35100000000000003,0.067,2004-05
3643,Stromile Swift,MEM,25.0,205.74,104.32616,Louisiana State,USA,2000,1,2,60,10.1,4.6,0.7,1.7,0.08800000000000001,0.166,0.247,0.517,0.063,2004-05
3644,Steven Smith,MIA,36.0,203.2,100.243832,Michigan State,USA,1991,1,5,50,6.3,1.3,1.4,-6.0,0.022000000000000002,0.087,0.185,0.5539999999999999,0.161,2004-05
3645,Steven Hunter,PHX,23.0,213.36,108.86208,DePaul,USA,2001,1,15,76,4.6,3.0,0.2,2.9,0.10099999999999999,0.12300000000000001,0.139,0.596,0.018000000000000002,2004-05
3646,Steve Nash,PHX,31.0,190.5,88.45044,Santa Clara,Canada,1996,1,15,75,15.5,3.3,11.5,13.3,0.025,0.078,0.205,0.606,0.46,2004-05
3647,Steve Francis,ORL,28.0,190.5,90.7184,Maryland,USA,1999,1,2,78,21.3,5.8,7.0,-0.3,0.049,0.12,0.284,0.521,0.315,2004-05
3648,Steve Blake,WAS,25.0,190.5,78.017824,Maryland,USA,2003,2,38,44,4.3,1.6,1.6,-6.2,0.03,0.096,0.17,0.46799999999999997,0.18,2004-05
3649,Stephon Marbury,NYK,28.0,187.96,90.7184,Georgia Tech,USA,1996,1,4,82,21.7,3.0,8.1,-1.8,0.017,0.07,0.245,0.575,0.344,2004-05
3650,Travis Outlaw,POR,20.0,205.74,95.25432,None,USA,2003,1,23,59,5.4,2.1,0.6,-5.4,0.063,0.109,0.19699999999999998,0.532,0.078,2004-05
3651,Stephen Jackson,IND,27.0,203.2,98.88305600000001,Butler Community College,USA,1997,2,42,51,18.7,4.9,2.3,3.1,0.028999999999999998,0.133,0.27399999999999997,0.518,0.133,2004-05
3652,Tremaine Fowlkes,IND,29.0,203.2,99.79024,Fresno State,USA,1998,2,54,8,2.4,1.0,0.0,-4.4,0.077,0.11900000000000001,0.247,0.531,0.0,2004-05
3653,Trevor Ariza,NYK,20.0,203.2,90.7184,UCLA,USA,2004,2,43,80,5.9,3.0,1.1,-1.2,0.077,0.129,0.17800000000000002,0.503,0.10099999999999999,2004-05
3654,Zoran Planinic,NJN,22.0,200.66,90.7184,None,Croatia,2003,1,22,43,5.0,1.6,1.0,-4.8,0.044000000000000004,0.11800000000000001,0.22699999999999998,0.534,0.185,2004-05
3655,Zendon Hamilton,MIL,30.0,210.82,115.212368,St. John's (NY),USA,Undrafted,Undrafted,Undrafted,16,3.2,2.6,0.4,-8.1,0.136,0.2,0.19,0.48,0.063,2004-05
3656,Zeljko Rebraca,LAC,33.0,213.36,120.20188,None,Yugoslavia,1994,2,54,58,5.8,3.2,0.4,0.3,0.066,0.165,0.163,0.625,0.049,2004-05
3657,Zaza Pachulia,MIL,21.0,210.82,120.20188,None,Georgia,2003,2,42,74,6.2,5.1,0.8,-0.4,0.11699999999999999,0.217,0.16899999999999998,0.526,0.071,2004-05
3658,Zarko Cabarkapa,GSW,24.0,210.82,102.0582,None,Serbia and Montenegro,2003,1,17,40,6.0,2.6,0.6,4.2,0.08,0.17,0.21899999999999997,0.579,0.09300000000000001,2004-05
3659,Zach Randolph,POR,23.0,205.74,114.758776,Michigan State,USA,2001,1,19,46,18.9,9.6,1.9,-3.7,0.10300000000000001,0.21100000000000002,0.275,0.511,0.107,2004-05
3660,Yuta Tabuse,PHX,24.0,175.26,74.84268,Brigham Young-Hawaii,USA,Undrafted,Undrafted,Undrafted,4,1.8,1.0,0.8,2.7,0.087,0.105,0.192,0.451,0.25,2004-05
3661,Yao Ming,HOU,24.0,228.6,140.61352,None,China,2002,1,1,80,18.3,8.4,0.8,2.0,0.102,0.215,0.264,0.614,0.048,2004-05
3662,Willie Green,PHI,23.0,187.96,91.171992,Detroit Mercy,USA,2003,2,41,57,7.7,2.3,1.8,-5.8,0.022000000000000002,0.12,0.231,0.457,0.172,2004-05
3663,Wesley Person,DEN,34.0,198.12,90.7184,Auburn,USA,1994,1,23,41,6.4,2.0,1.0,0.6,0.005,0.135,0.166,0.57,0.094,2004-05
3664,Wang Zhi-zhi,MIA,27.0,215.9,128.820128,None,China,1999,2,36,20,2.2,0.9,0.3,-2.9,0.075,0.135,0.24100000000000002,0.521,0.1,2004-05
3665,Walter McCarty,PHX,31.0,208.28,104.32616,Kentucky,USA,1996,1,19,72,3.6,1.9,0.5,-0.3,0.037000000000000005,0.14300000000000002,0.14300000000000002,0.525,0.067,2004-05
3666,Wally Szczerbiak,MIN,28.0,200.66,110.676448,Miami (OH),USA,1999,1,6,81,15.5,3.7,2.4,1.7,0.039,0.095,0.213,0.595,0.125,2004-05
3667,Voshon Lenard,DEN,32.0,193.04,92.98635999999999,Minnesota,USA,1994,2,46,3,9.7,2.0,2.0,-2.1,0.0,0.136,0.22899999999999998,0.491,0.15,2004-05
3668,Vladimir Radmanovic,SEA,24.0,208.28,106.140528,None,Serbia,2001,1,12,63,11.8,4.6,1.4,8.2,0.036000000000000004,0.155,0.191,0.534,0.076,2004-05
3669,Vlade Divac,LAL,37.0,215.9,117.93392,None,Serbia and Montenegro,1989,1,26,15,2.3,2.1,1.3,-14.2,0.142,0.133,0.165,0.469,0.247,2004-05
3670,Vitaly Potapenko,SEA,30.0,208.28,129.27372,Wright State,Ukraine,1996,1,12,33,3.5,2.4,0.3,-4.1,0.107,0.183,0.157,0.581,0.045,2004-05
3671,Vince Carter,NJN,28.0,198.12,99.79024,North Carolina,USA,1998,1,5,77,24.5,5.2,4.2,0.1,0.042,0.125,0.31,0.541,0.23399999999999999,2004-05
3672,Vin Baker,HOU,33.0,210.82,108.86208,Hartford,USA,1993,1,8,27,1.3,1.4,0.4,-19.2,0.09300000000000001,0.129,0.14400000000000002,0.354,0.079,2004-05
3673,Viktor Khryapa,POR,22.0,205.74,95.25432,None,Russia,2004,1,22,32,4.2,3.4,0.8,-10.0,0.06,0.171,0.15,0.474,0.08,2004-05
3674,Udonis Haslem,MIA,25.0,203.2,103.418976,Florida,USA,Undrafted,Undrafted,Undrafted,80,10.9,9.1,1.4,9.2,0.11,0.20800000000000002,0.14800000000000002,0.588,0.061,2004-05
3675,Tyson Chandler,CHI,22.0,215.9,106.59411999999999,None,USA,2001,1,2,80,8.0,9.7,0.8,2.7,0.133,0.259,0.139,0.565,0.049,2004-05
3676,Tyronn Lue,ATL,28.0,182.88,80.73937600000001,Nebraska,USA,1998,1,23,70,11.2,2.1,4.6,-12.4,0.008,0.081,0.191,0.542,0.275,2004-05
3677,Troy Murphy,GSW,25.0,210.82,111.13004,Notre Dame,USA,2001,1,14,70,15.4,10.8,1.4,-4.1,0.109,0.242,0.22,0.495,0.068,2004-05
3678,Troy Hudson,MIN,29.0,185.42,77.11064,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,79,8.7,1.3,3.6,-1.1,0.013000000000000001,0.055,0.21899999999999997,0.491,0.265,2004-05
3679,Trenton Hassell,MIN,26.0,195.58,90.7184,Austin Peay,USA,2001,2,29,82,6.6,2.7,1.6,-1.8,0.046,0.075,0.133,0.515,0.09699999999999999,2004-05
3680,Juwan Howard,HOU,32.0,205.74,104.32616,Michigan,USA,1994,1,5,61,9.6,5.7,1.5,1.9,0.094,0.16,0.19399999999999998,0.494,0.1,2004-05
3681,Stacey Augmon,ORL,36.0,203.2,92.079176,Nevada-Las Vegas,USA,1991,1,9,55,3.5,1.8,0.7,-5.0,0.07200000000000001,0.095,0.153,0.48,0.084,2004-05
3682,Smush Parker,PHX,24.0,193.04,81.64656,Fordham,USA,Undrafted,Undrafted,Undrafted,16,3.0,0.8,0.9,-25.2,0.033,0.066,0.23199999999999998,0.493,0.254,2004-05
3683,Robert Swift,SEA,19.0,213.36,111.13004,None,USA,2004,1,12,16,0.9,0.3,0.1,-27.8,0.015,0.078,0.13,0.501,0.051,2004-05
3684,Robert Horry,SAS,34.0,208.28,108.86208,Alabama,USA,1992,1,11,75,6.0,3.6,1.1,11.5,0.076,0.157,0.163,0.5329999999999999,0.091,2004-05
3685,Ricky Davis,BOS,25.0,200.66,88.45044,Iowa,USA,1998,1,21,82,16.0,3.0,3.0,-0.3,0.028999999999999998,0.078,0.235,0.547,0.163,2004-05
3686,Rick Brunson,LAC,33.0,193.04,86.18248,Temple,USA,Undrafted,Undrafted,Undrafted,80,5.5,2.3,5.1,-1.4,0.013999999999999999,0.09699999999999999,0.14300000000000002,0.46,0.332,2004-05
3687,Richie Frahm,POR,27.0,195.58,95.25432,Gonzaga,USA,Undrafted,Undrafted,Undrafted,43,3.8,1.4,0.7,-3.6,0.040999999999999995,0.10099999999999999,0.152,0.5429999999999999,0.09699999999999999,2004-05
3688,Richard Jefferson,NJN,25.0,200.66,102.0582,Arizona,USA,2001,1,13,33,22.2,7.3,4.0,-5.3,0.044000000000000004,0.166,0.28300000000000003,0.537,0.204,2004-05
3689,Richard Hamilton,DET,27.0,200.66,87.543256,Connecticut,USA,1999,1,7,76,18.7,3.9,4.9,7.8,0.03,0.087,0.249,0.528,0.226,2004-05
3690,Reggie Miller,IND,39.0,200.66,88.45044,UCLA,USA,1987,1,11,66,14.8,2.4,2.2,4.6,0.01,0.07400000000000001,0.204,0.5820000000000001,0.125,2004-05
3691,Reggie Evans,SEA,25.0,203.2,111.13004,Iowa,USA,Undrafted,Undrafted,Undrafted,79,4.9,9.3,0.7,0.6,0.16399999999999998,0.318,0.11900000000000001,0.512,0.046,2004-05
3692,Reece Gaines,MIL,24.0,198.12,92.98635999999999,Louisville,USA,2003,1,15,21,2.0,0.7,0.3,-17.5,0.006,0.07400000000000001,0.15,0.396,0.078,2004-05
3693,Ray Allen,SEA,29.0,195.58,92.98635999999999,Connecticut,USA,1996,1,5,78,23.9,4.4,3.7,3.4,0.032,0.106,0.276,0.555,0.17600000000000002,2004-05
3694,Raul Lopez,UTA,25.0,182.88,79.3786,None,Spain,2001,1,24,31,5.2,1.3,4.0,4.6,0.018000000000000002,0.079,0.17800000000000002,0.5379999999999999,0.363,2004-05
3695,Rasual Butler,MIA,26.0,200.66,92.98635999999999,La Salle,USA,2002,2,52,65,6.5,2.3,1.0,6.8,0.013999999999999999,0.125,0.18100000000000002,0.488,0.085,2004-05
3696,Rasho Nesterovic,SAS,29.0,213.36,115.66596000000001,None,Slovenia,1998,1,17,70,5.9,6.6,1.0,13.3,0.12300000000000001,0.177,0.136,0.46299999999999997,0.061,2004-05
3697,Rasheed Wallace,DET,30.0,210.82,104.32616,North Carolina,USA,1995,1,4,79,14.5,8.2,1.8,7.5,0.076,0.20199999999999999,0.223,0.499,0.094,2004-05
3698,Rashard Lewis,SEA,25.0,208.28,97.52228000000001,None,USA,1998,2,32,71,20.5,5.5,1.3,5.4,0.05,0.124,0.239,0.5710000000000001,0.064,2004-05
3699,Randy Livingston,UTA,30.0,193.04,94.800728,Louisiana State,USA,1996,2,42,17,3.8,0.7,2.6,-10.2,0.015,0.053,0.147,0.5379999999999999,0.319,2004-05
3700,Raja Bell,UTA,28.0,195.58,95.25432,Florida International,U.S. Virgin Islands,Undrafted,Undrafted,Undrafted,63,12.3,3.2,1.4,-7.3,0.032,0.107,0.20800000000000002,0.527,0.092,2004-05
3701,Rafer Alston,TOR,28.0,187.96,77.11064,Fresno State,USA,1998,2,39,80,14.2,3.5,6.4,-1.3,0.017,0.10099999999999999,0.21100000000000002,0.522,0.314,2004-05
3702,Rafael Araujo,TOR,24.0,210.82,127.00576000000001,Brigham Young,Brazil,2004,1,8,59,3.3,3.1,0.3,-1.7,0.08900000000000001,0.20199999999999999,0.154,0.49200000000000005,0.032,2004-05
3703,Raef LaFrentz,BOS,29.0,210.82,111.13004,Kansas,USA,1998,1,3,80,11.1,6.9,1.2,2.7,0.081,0.205,0.16699999999999998,0.5870000000000001,0.069,2004-05
3704,Qyntel Woods,MIA,24.0,203.2,100.243832,Northeast Mississippi Community College,USA,2002,1,21,3,3.3,2.0,0.0,-1.0,0.065,0.129,0.17,0.41700000000000004,0.0,2004-05
3705,Quinton Ross,LAC,24.0,198.12,87.543256,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,78,5.1,2.7,1.4,-5.6,0.045,0.10800000000000001,0.13699999999999998,0.47100000000000003,0.109,2004-05
3706,Quentin Richardson,PHX,25.0,198.12,104.32616,DePaul,USA,2000,1,18,79,14.9,6.1,2.0,9.3,0.035,0.138,0.188,0.522,0.077,2004-05
3707,Primoz Brezec,CHA,25.0,215.9,114.30518400000001,None,Slovenia,2000,1,27,72,13.0,7.4,1.2,-8.8,0.10800000000000001,0.162,0.183,0.55,0.063,2004-05
3708,Robert Traylor,CLE,28.0,203.2,128.820128,Michigan,USA,1998,1,6,74,5.5,4.5,0.8,-2.0,0.111,0.17600000000000002,0.17300000000000001,0.461,0.075,2004-05
3709,Speedy Claxton,NOH,27.0,180.34,77.11064,Hofstra,USA,2000,1,20,62,11.5,3.0,6.0,-5.4,0.021,0.095,0.2,0.493,0.33,2004-05
3710,Rod Strickland,HOU,38.0,190.5,83.91452,DePaul,USA,1988,1,19,16,1.8,1.7,2.4,9.5,0.019,0.151,0.162,0.295,0.307,2004-05
3711,Rodney Rogers,PHI,34.0,200.66,122.46983999999999,Wake Forest,USA,1993,1,9,58,7.7,4.2,1.5,-8.8,0.05,0.163,0.191,0.462,0.11,2004-05
3712,Slava Medvedenko,LAL,26.0,208.28,113.398,None,Ukraine,Undrafted,Undrafted,Undrafted,43,3.8,1.8,0.3,-5.7,0.08199999999999999,0.12300000000000001,0.191,0.49,0.052000000000000005,2004-05
3713,Shawn Marion,PHX,27.0,200.66,103.418976,Nevada-Las Vegas,USA,1999,1,9,81,19.4,11.3,1.9,10.8,0.085,0.223,0.212,0.556,0.07200000000000001,2004-05
3714,Shawn Bradley,DAL,33.0,228.6,124.7378,Brigham Young,USA,1993,1,2,77,2.7,2.8,0.2,11.4,0.09300000000000001,0.18,0.126,0.494,0.024,2004-05
3715,Shaun Livingston,LAC,19.0,200.66,82.553744,None,USA,2004,1,4,30,7.4,3.0,5.0,-2.0,0.034,0.095,0.175,0.461,0.287,2004-05
3716,Shareef Abdur-Rahim,POR,28.0,205.74,111.13004,California,USA,1996,1,3,54,16.8,7.3,2.1,-5.4,0.079,0.161,0.22,0.581,0.106,2004-05
3717,Shaquille O'Neal,MIA,33.0,215.9,147.4174,Louisiana State,USA,1992,1,1,73,22.9,10.4,2.7,10.8,0.124,0.22399999999999998,0.303,0.583,0.149,2004-05
3718,Shane Battier,MEM,26.0,203.2,99.79024,Duke,USA,2001,1,6,80,9.9,5.2,1.6,6.5,0.07400000000000001,0.11900000000000001,0.146,0.555,0.081,2004-05
3719,Shandon Anderson,MIA,31.0,198.12,95.25432,Georgia,USA,1996,2,54,66,3.9,2.9,1.1,11.0,0.043,0.142,0.12,0.518,0.091,2004-05
3720,Sebastian Telfair,POR,20.0,182.88,72.57472,None,USA,2004,1,13,68,6.8,1.5,3.3,-7.5,0.009000000000000001,0.079,0.21100000000000002,0.47100000000000003,0.28,2004-05
3721,Sean Marks,SAS,29.0,208.28,113.398,California,New Zealand,1998,2,44,23,3.3,2.4,0.3,-6.6,0.078,0.162,0.19699999999999998,0.41200000000000003,0.065,2004-05
3722,Scott Williams,CLE,37.0,208.28,117.93392,North Carolina,USA,Undrafted,Undrafted,Undrafted,19,1.7,1.6,0.4,-11.1,0.11599999999999999,0.14,0.152,0.36,0.084,2004-05
3723,Scott Padgett,HOU,29.0,205.74,108.86208,Kentucky,USA,1999,1,28,66,4.2,2.8,0.8,11.2,0.059000000000000004,0.161,0.139,0.5489999999999999,0.096,2004-05
3724,Scot Pollard,IND,30.0,210.82,120.20188,Kansas,USA,1997,1,19,49,3.9,4.2,0.4,4.3,0.122,0.171,0.12300000000000001,0.506,0.034,2004-05
3725,Sasha Vujacic,LAL,21.0,200.66,87.543256,None,Slovenia,2004,1,27,35,2.9,1.8,1.5,-1.4,0.036000000000000004,0.14,0.152,0.40299999999999997,0.185,2004-05
3726,Sasha Pavlovic,CLE,21.0,200.66,95.25432,None,Montenegro,2003,1,19,65,4.8,1.1,0.8,0.5,0.02,0.083,0.182,0.516,0.091,2004-05
3727,Samuel Dalembert,PHI,25.0,210.82,113.398,Seton Hall,Haiti,2001,1,26,72,8.2,7.5,0.5,1.6,0.11900000000000001,0.218,0.163,0.5429999999999999,0.031,2004-05
3728,Samaki Walker,WAS,29.0,205.74,113.398,Louisville,USA,1996,1,9,14,1.7,1.3,0.3,-10.9,0.066,0.08900000000000001,0.134,0.371,0.045,2004-05
3729,Sam Cassell,MIN,35.0,190.5,83.91452,Florida State,USA,1993,1,24,59,13.5,2.7,5.1,2.9,0.019,0.092,0.258,0.529,0.336,2004-05
3730,Ryan Humphrey,MEM,25.0,203.2,106.59411999999999,Notre Dame,USA,2002,1,19,35,2.9,2.5,0.2,-3.1,0.17,0.162,0.205,0.428,0.036000000000000004,2004-05
3731,Ryan Bowen,HOU,29.0,205.74,99.79024,Iowa,USA,1998,2,55,65,1.7,1.2,0.3,10.1,0.043,0.098,0.105,0.462,0.052000000000000005,2004-05
3732,Ruben Patterson,POR,29.0,195.58,101.151016,Cincinnati,USA,1998,2,31,70,11.6,3.9,2.0,-2.1,0.079,0.08199999999999999,0.203,0.5579999999999999,0.12,2004-05
3733,Royal Ivey,ATL,23.0,190.5,90.7184,Texas,USA,2004,2,37,62,3.5,1.4,1.7,-4.1,0.026000000000000002,0.099,0.156,0.484,0.19699999999999998,2004-05
3734,Ronald Dupree,DET,24.0,200.66,94.800728,Louisiana State,USA,Undrafted,Undrafted,Undrafted,47,3.2,2.0,0.5,-2.2,0.08900000000000001,0.157,0.174,0.515,0.094,2004-05
3735,Ron Mercer,NJN,29.0,200.66,97.52228000000001,Kentucky,USA,1997,1,6,18,7.6,2.2,1.1,-10.7,0.025,0.098,0.21,0.42200000000000004,0.111,2004-05
3736,Rodney White,GSW,25.0,205.74,104.32616,North Carolina-Charlotte,USA,2001,1,9,58,5.1,1.5,0.8,-3.9,0.038,0.111,0.228,0.475,0.11800000000000001,2004-05
3737,Rodney Buford,NJN,27.0,195.58,88.45044,Creighton,USA,1999,2,53,64,7.0,3.0,1.0,-9.7,0.027999999999999997,0.151,0.19399999999999998,0.43700000000000006,0.09300000000000001,2004-05
3738,Justin Reed,BOS,23.0,203.2,108.86208,Mississippi,USA,2004,2,40,23,1.8,0.7,0.4,8.0,0.08900000000000001,0.087,0.163,0.5760000000000001,0.128,2004-05
3739,Junior Harrington,NOH,24.0,193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,29,5.6,2.2,2.1,-10.1,0.027999999999999997,0.11199999999999999,0.20600000000000002,0.423,0.22399999999999998,2004-05
3740,Jumaine Jones,LAL,26.0,203.2,98.88305600000001,Georgia,USA,1999,1,27,76,7.6,5.2,0.9,-1.0,0.067,0.179,0.141,0.556,0.057,2004-05
3741,Clar. Weatherspoon,HOU,34.0,200.66,122.46983999999999,Southern Mississippi,USA,1992,1,9,40,3.1,3.1,0.4,8.1,0.08199999999999999,0.187,0.135,0.475,0.051,2004-05
3742,Chucky Atkins,LAL,30.0,180.34,72.57472,South Florida,USA,Undrafted,Undrafted,Undrafted,82,13.6,2.4,4.4,-2.3,0.012,0.063,0.17800000000000002,0.5579999999999999,0.201,2004-05
3743,Christian Laettner,MIA,35.0,210.82,111.13004,Duke,USA,1992,1,3,49,5.3,2.7,0.8,11.6,0.06,0.141,0.152,0.619,0.091,2004-05
3744,Chris Wilcox,LAC,22.0,208.28,106.59411999999999,Maryland,USA,2002,1,8,54,7.9,4.2,0.7,-4.3,0.079,0.192,0.21600000000000003,0.5429999999999999,0.068,2004-05
3745,Chris Webber,PHI,32.0,208.28,111.13004,Michigan,USA,1993,1,1,67,19.5,9.1,4.7,0.9,0.062,0.22399999999999998,0.295,0.47200000000000003,0.231,2004-05
3746,Chris Mihm,LAL,25.0,213.36,120.20188,Texas,USA,2000,1,7,75,9.8,6.7,0.7,-3.8,0.12,0.177,0.187,0.552,0.046,2004-05
3747,Chris Kaman,LAC,23.0,213.36,120.20188,Central Michigan,USA,2003,1,6,63,9.1,6.7,1.2,-4.4,0.1,0.204,0.188,0.522,0.077,2004-05
3748,Chris Duhon,CHI,22.0,185.42,83.91452,Duke,USA,2004,2,38,82,5.9,2.6,4.9,1.8,0.012,0.1,0.131,0.47100000000000003,0.28,2004-05
3749,Chris Bosh,TOR,21.0,208.28,106.59411999999999,Georgia Tech,USA,2003,1,4,81,16.8,8.9,1.9,-0.1,0.073,0.201,0.218,0.547,0.086,2004-05
3750,Chris Andersen,NOH,26.0,208.28,103.418976,Blinn,USA,Undrafted,Undrafted,Undrafted,67,7.7,6.1,1.1,-2.9,0.11900000000000001,0.22399999999999998,0.16899999999999998,0.581,0.09300000000000001,2004-05
3751,Chauncey Billups,DET,28.0,190.5,91.625584,Colorado,USA,1997,1,3,80,16.5,3.4,5.8,6.8,0.02,0.08900000000000001,0.207,0.609,0.27699999999999997,2004-05
3752,Charlie Ward,HOU,34.0,187.96,83.91452,Florida State,USA,1994,1,26,14,5.4,2.8,3.1,-0.9,0.019,0.105,0.133,0.45299999999999996,0.18899999999999997,2004-05
3753,Casey Jacobsen,NOH,24.0,198.12,97.52228000000001,Stanford,USA,2002,1,22,84,6.5,2.0,1.3,-0.4,0.023,0.081,0.14400000000000002,0.555,0.102,2004-05
3754,Caron Butler,LAL,25.0,200.66,98.429464,Connecticut,USA,2002,1,10,77,15.5,5.8,1.9,-4.1,0.06,0.124,0.20600000000000002,0.528,0.091,2004-05
3755,Carmelo Anthony,DEN,21.0,203.2,99.79024,Syracuse,USA,2003,1,3,75,20.8,5.7,2.6,3.6,0.064,0.124,0.29,0.526,0.129,2004-05
3756,Carlos Delfino,DET,22.0,198.12,104.32616,None,Argentina,2003,1,25,30,3.9,1.8,1.3,-2.5,0.035,0.114,0.162,0.431,0.138,2004-05
3757,Carlos Boozer,UTA,23.0,203.2,117.02673600000001,Duke,USA,2002,2,34,51,17.8,9.0,2.8,-4.3,0.098,0.222,0.243,0.56,0.147,2004-05
3758,Carlos Arroyo,DET,25.0,187.96,91.625584,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,70,6.6,1.5,4.0,-8.6,0.02,0.067,0.191,0.466,0.332,2004-05
3759,Calvin Booth,MIL,29.0,210.82,104.779752,Penn State,USA,1999,2,35,51,2.4,2.1,0.2,-6.1,0.071,0.185,0.13699999999999998,0.508,0.03,2004-05
3760,Calbert Cheaney,GSW,33.0,200.66,98.429464,Indiana,USA,1993,1,6,55,4.5,2.3,1.2,-3.5,0.035,0.114,0.151,0.444,0.11599999999999999,2004-05
3761,Bryon Russell,DEN,34.0,200.66,102.0582,Long Beach State,USA,1993,2,45,70,4.4,2.5,1.0,0.1,0.053,0.141,0.139,0.537,0.115,2004-05
3762,Bruno Sundov,NYK,25.0,218.44,117.93392,None,Croatia,1998,2,35,21,1.2,0.6,0.1,-9.6,0.091,0.11900000000000001,0.276,0.33,0.063,2004-05
3763,Bruce Bowen,SAS,34.0,200.66,90.7184,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,82,8.2,3.5,1.5,9.5,0.022000000000000002,0.10400000000000001,0.127,0.521,0.075,2004-05
3764,Britton Johnsen,IND,25.0,208.28,95.25432,Utah,USA,Undrafted,Undrafted,Undrafted,6,2.0,1.7,0.7,-24.4,0.064,0.08800000000000001,0.14800000000000002,0.273,0.087,2004-05
3765,Brian Skinner,SAC,29.0,205.74,120.20188,Baylor,USA,1998,1,22,49,4.8,5.7,0.9,-3.9,0.11800000000000001,0.217,0.128,0.494,0.067,2004-05
3766,Clifford Robinson,NJN,38.0,208.28,108.86208,Connecticut,USA,1989,2,36,71,7.5,2.9,1.5,-8.1,0.033,0.113,0.168,0.47100000000000003,0.102,2004-05
3767,Brian Scalabrine,NJN,27.0,205.74,106.59411999999999,Southern California,USA,2001,2,34,54,6.3,4.5,1.6,-1.0,0.084,0.17,0.17,0.46799999999999997,0.132,2004-05
3768,Corey Maggette,LAC,25.0,198.12,102.0582,Duke,USA,1999,1,13,66,22.2,6.0,3.4,-0.7,0.035,0.154,0.27399999999999997,0.574,0.16699999999999998,2004-05
3769,Corsley Edwards,NOH,26.0,205.74,124.7378,Central Connecticut State,USA,2002,2,57,10,2.7,2.5,0.3,-14.6,0.11199999999999999,0.149,0.166,0.37200000000000005,0.057,2004-05
3770,DeSagana Diop,CLE,23.0,213.36,127.00576000000001,None,Senegal,2001,1,8,39,1.0,1.8,0.4,-5.9,0.106,0.153,0.125,0.281,0.084,2004-05
3771,David West,NOH,24.0,203.2,102.511792,Xavier,USA,2003,1,18,30,6.2,4.3,0.8,-22.0,0.079,0.204,0.196,0.479,0.085,2004-05
3772,David Wesley,HOU,34.0,185.42,92.079176,Baylor,USA,Undrafted,Undrafted,Undrafted,80,11.9,2.9,3.3,-0.6,0.016,0.081,0.172,0.513,0.159,2004-05
3773,David Harrison,IND,22.0,213.36,127.00576000000001,Colorado,USA,2004,1,29,43,6.1,3.1,0.3,-1.2,0.086,0.13699999999999998,0.179,0.589,0.032,2004-05
3774,Darvin Ham,DET,31.0,200.66,108.86208,Texas Tech,USA,Undrafted,Undrafted,Undrafted,47,1.0,0.7,0.1,-10.4,0.094,0.079,0.106,0.45399999999999996,0.035,2004-05
3775,Darrick Martin,LAC,34.0,180.34,77.11064,UCLA,USA,Undrafted,Undrafted,Undrafted,11,3.8,0.9,2.5,2.9,0.019,0.044000000000000004,0.14800000000000002,0.392,0.235,2004-05
3776,Darrell Armstrong,DAL,37.0,185.42,81.64656,Fayetteville State,USA,Undrafted,Undrafted,Undrafted,66,4.0,1.7,2.7,-2.2,0.04,0.094,0.16899999999999998,0.43,0.295,2004-05
3777,Darko Milicic,DET,20.0,213.36,111.13004,None,Serbia,2003,1,2,37,1.8,1.2,0.2,5.3,0.013999999999999999,0.174,0.19899999999999998,0.387,0.05,2004-05
3778,Darius Songaila,SAC,27.0,203.2,108.86208,Wake Forest,Lithuania,2002,2,49,81,7.5,4.2,1.4,4.3,0.086,0.153,0.16399999999999998,0.5660000000000001,0.106,2004-05
3779,Darius Miles,POR,23.0,205.74,95.25432,None,USA,2000,1,3,63,12.8,4.7,2.0,-1.6,0.052000000000000005,0.145,0.258,0.511,0.14300000000000002,2004-05
3780,Danny Fortson,SEA,29.0,203.2,117.93392,Cincinnati,USA,1997,1,10,62,7.5,5.6,0.1,3.8,0.198,0.226,0.19,0.682,0.013000000000000001,2004-05
3781,Daniel Santiago,MIL,29.0,215.9,116.119552,Saint Vincent,Puerto Rico,Undrafted,Undrafted,Undrafted,11,2.0,1.7,0.1,-16.1,0.068,0.18600000000000003,0.135,0.426,0.016,2004-05
3782,Dan Gadzuric,MIL,27.0,210.82,108.86208,UCLA,Netherlands,2002,2,33,81,7.3,8.3,0.4,-2.3,0.165,0.266,0.157,0.551,0.026000000000000002,2004-05
